gameid,venue,gameType,season,period_count,period_type,home_id,home_goals,home_sog,home_faceoffWinningPctg,home_powerPlayConversion,home_pim,home_hits,home_blocks,away_id,away_goals,away_sog,away_faceoffWinningPctg,away_powerPlayConversion,away_pim,away_hits,away_blocks
2023020751,American Airlines Center,2,20232024,4,OT,25,4,44,0.591837,0/2,2,9,6,24,3,21,0.408163,0/0,6,24,17
2023020752,Xcel Energy Center,2,20232024,3,REG,30,2,24,0.516667,2/4,26,19,20,18,3,29,0.483333,0/2,20,34,15
2023020753,Scotiabank Saddledome,2,20232024,3,REG,20,2,30,0.566667,0/2,19,15,19,29,5,32,0.433333,1/4,4,18,10
2023020754,Rogers Place,2,20232024,3,REG,22,3,34,0.584906,1/1,2,20,9,16,0,27,0.415094,0/0,4,31,13
2023020755,Madison Square Garden,2,20232024,3,REG,3,2,38,0.491803,0/2,4,29,10,54,5,20,0.508197,0/2,4,13,24
2023020756,PPG Paints Arena,2,20232024,5,SO,5,2,37,0.555556,1/8,6,27,20,13,3,31,0.444444,2/3,16,28,22
2023020757,Ball Arena,2,20232024,3,REG,21,5,31,0.480769,1/4,14,18,15,26,1,27,0.519231,1/5,12,13,14
2023020758,Climate Pledge Arena,2,20232024,4,OT,55,3,36,0.46,1/2,4,14,7,19,4,18,0.54,2/2,4,15,19
2023020759,Wells Fargo Center,2,20232024,3,REG,4,2,37,0.584906,0/3,6,21,10,6,6,28,0.415094,0/3,6,19,20
2023020760,American Airlines Center,2,20232024,4,OT,25,5,35,0.622951,1/2,4,15,14,15,4,28,0.377049,1/2,4,25,20
2023020761,Rogers Place,2,20232024,3,REG,22,4,21,0.423077,2/3,6,30,17,18,1,29,0.576923,0/3,6,31,13
2023020762,SAP Center at San Jose,2,20232024,3,REG,28,2,26,0.550725,0/2,10,14,12,7,5,36,0.449275,0/2,10,14,17
2023020763,PNC Arena,2,20232024,3,REG,12,3,39,0.636364,1/2,4,24,14,53,1,11,0.363636,0/1,6,19,24
2023020764,Little Caesars Arena,2,20232024,3,REG,17,5,29,0.4375,1/2,4,19,10,54,2,30,0.5625,0/2,4,14,12
2023020765,Canadian Tire Centre,2,20232024,3,REG,9,2,31,0.465517,1/1,28,26,17,3,7,29,0.534483,0/3,14,29,14
2023020766,PPG Paints Arena,2,20232024,4,OT,5,3,33,0.610169,0/2,2,23,4,8,2,27,0.389831,1/1,4,23,26
2023020767,Amalie Arena,2,20232024,3,REG,14,6,42,0.508772,0/3,2,38,8,1,3,24,0.491228,0/1,6,41,16
2023020768,Canada Life Centre,2,20232024,3,REG,52,2,26,0.377778,0/4,12,13,9,10,4,30,0.622222,2/3,14,18,12
2023020769,UBS Arena,2,20232024,4,OT,2,2,23,0.462687,0/1,8,21,24,13,3,37,0.537313,2/4,2,20,8
2023020770,Xcel Energy Center,2,20232024,3,REG,30,2,37,0.491228,0/4,4,12,12,24,3,25,0.508772,0/2,8,18,18
2023020771,Scotiabank Saddledome,2,20232024,3,REG,20,1,31,0.472727,1/2,4,25,11,16,0,32,0.527273,0/2,4,23,19
2023020772,Rogers Arena,2,20232024,4,OT,23,5,34,0.642857,3/4,19,27,14,29,4,29,0.357143,1/3,8,25,13
2023020773,Enterprise Center,2,20232024,4,OT,19,4,32,0.509434,1/6,2,26,9,26,3,33,0.490566,0/1,12,20,13
2023020774,Climate Pledge Arena,2,20232024,3,REG,55,4,26,0.590164,2/3,4,16,10,29,2,32,0.409836,0/2,6,20,20
2023020775,Canadian Tire Centre,2,20232024,4,OT,9,4,35,0.5,0/3,8,23,25,18,3,28,0.5,0/3,8,24,15
2023020776,Enterprise Center,2,20232024,3,REG,19,0,21,0.510638,0/3,9,19,16,29,1,22,0.489362,0/2,11,18,17
2023020777,SAP Center at San Jose,2,20232024,3,REG,28,2,22,0.490909,0/1,7,21,17,55,0,32,0.509091,0/1,7,13,14
2023020778,Little Caesars Arena,2,20232024,4,OT,17,2,25,0.519231,0/1,6,22,16,9,3,25,0.480769,0/3,2,18,15
2023020779,Bridgestone Arena,2,20232024,3,REG,18,2,42,0.604167,0/4,4,23,14,26,4,24,0.395833,0/1,8,28,12
2023020780,Honda Center,2,20232024,4,OT,24,3,34,0.545455,0/4,18,25,14,28,2,28,0.454545,1/3,10,27,27
2023020781,Madison Square Garden,2,20232024,4,OT,3,2,29,0.555556,0/1,8,18,10,21,1,33,0.444444,0/3,4,21,10
2023020782,Scotiabank Arena,2,20232024,3,REG,10,2,36,0.5,1/2,11,28,18,2,3,29,0.5,0/2,11,42,19
2023020783,TD Garden,2,20232024,3,REG,6,1,22,0.553191,1/4,24,31,18,20,4,29,0.446809,2/4,25,32,17
2023020784,KeyBank Center,2,20232024,3,REG,7,1,48,0.402439,1/4,10,13,13,25,2,30,0.597561,1/5,8,17,23
2023020785,PNC Arena,2,20232024,3,REG,12,2,24,0.490566,1/2,6,19,9,23,3,19,0.509434,2/3,4,27,20
2023020786,Amerant Bank Arena,2,20232024,3,REG,13,1,21,0.422222,1/2,4,31,10,4,2,25,0.577778,0/1,6,31,22
2023020787,Prudential Center,2,20232024,3,REG,1,5,31,0.629032,0/3,8,12,17,21,3,38,0.370968,0/3,8,10,20
2023020788,PPG Paints Arena,2,20232024,3,REG,5,3,27,0.617021,2/3,4,17,17,52,0,23,0.382979,0/2,5,21,13
2023020789,Capital One Arena,2,20232024,3,REG,15,2,39,0.491525,0/3,6,21,6,8,5,26,0.508475,1/2,8,15,20
2023020790,T-Mobile Arena,2,20232024,3,REG,54,3,26,0.471698,0/2,2,20,26,22,1,31,0.528302,0/1,4,19,17
2023020791,Madison Square Garden,2,20232024,3,REG,3,3,24,0.5,0/2,2,21,22,14,1,18,0.5,0/1,4,18,9
2023020792,Scotiabank Arena,2,20232024,3,REG,10,5,31,0.453125,3/3,8,41,22,25,4,31,0.546875,1/4,6,34,10
2023020793,United Center,2,20232024,3,REG,16,1,21,0.561404,0/2,9,20,14,30,2,25,0.438596,0/2,9,18,16
2023020794,TD Garden,2,20232024,3,REG,6,4,24,0.425926,0/3,10,28,16,23,0,17,0.574074,0/3,10,31,7
2023020795,Amerant Bank Arena,2,20232024,3,REG,13,4,41,0.481481,1/5,8,23,20,15,2,23,0.518519,1/3,12,22,27
2023020796,Prudential Center,2,20232024,3,REG,1,3,40,0.52459,0/2,6,14,17,20,5,30,0.47541,0/3,4,10,14
2023020797,Wells Fargo Center,2,20232024,3,REG,4,4,21,0.576923,0/4,11,21,22,52,1,29,0.423077,0/3,13,23,19
2023020798,UBS Arena,2,20232024,3,REG,2,6,24,0.416667,1/4,4,33,21,14,2,20,0.583333,1/2,8,29,13
2023020799,PNC Arena,2,20232024,3,REG,12,5,27,0.555556,1/5,34,19,10,21,2,27,0.444444,0/6,12,14,18
2023020800,Mullett Arena,2,20232024,3,REG,53,2,22,0.604167,0/1,2,28,15,54,3,34,0.395833,0/1,2,28,20
2023020801,Xcel Energy Center,2,20232024,3,REG,30,3,30,0.459016,1/6,14,19,21,5,2,36,0.540984,1/6,14,16,17
2023020802,United Center,2,20232024,4,OT,16,3,31,0.607143,0/2,8,17,12,3,4,35,0.392857,0/3,6,19,15
2023020803,Honda Center,2,20232024,3,REG,24,3,27,0.470588,2/2,4,25,13,22,5,32,0.529412,1/2,4,18,12
2023020804,KeyBank Center,2,20232024,3,REG,7,1,34,0.559322,0/3,6,14,11,19,3,26,0.440678,1/2,8,26,16
2023020805,Little Caesars Arena,2,20232024,4,OT,17,4,28,0.407407,1/4,19,17,20,23,3,31,0.592593,0/3,24,25,16
2023020806,Centre Bell,2,20232024,3,REG,8,2,20,0.431373,0/4,12,28,17,25,3,38,0.568627,0/6,8,5,16
2023020807,UBS Arena,2,20232024,3,REG,2,2,36,0.5,0/1,6,25,16,20,5,24,0.5,1/1,6,12,19
2023020808,TD Garden,2,20232024,3,REG,6,0,18,0.44186,0/4,17,36,11,15,3,29,0.55814,1/3,8,31,11
2023020809,Amerant Bank Arena,2,20232024,3,REG,13,4,41,0.618182,2/2,2,35,10,21,0,34,0.381818,0/1,4,23,21
2023020810,PNC Arena,2,20232024,4,OT,12,1,32,0.545455,0/2,10,30,15,1,0,34,0.454545,0/4,6,26,24
2023020811,Nationwide Arena,2,20232024,3,REG,29,2,35,0.45283,1/3,15,18,14,14,4,37,0.54717,2/3,15,8,17
2023020812,Canadian Tire Centre,2,20232024,3,REG,9,5,32,0.543478,0/3,0,23,13,10,3,35,0.456522,0/0,19,20,15
2023020813,Wells Fargo Center,2,20232024,3,REG,4,3,38,0.491803,1/4,6,28,23,55,2,19,0.508197,0/3,8,25,22
2023020814,Canada Life Centre,2,20232024,3,REG,52,2,31,0.395349,0/1,6,26,11,5,1,36,0.604651,0/3,2,19,15
2023020815,Bridgestone Arena,2,20232024,4,OT,18,5,37,0.533333,2/6,10,26,12,53,4,31,0.466667,2/4,12,26,27
2023020816,Crypto.com Arena,2,20232024,3,REG,26,4,26,0.483333,1/2,12,31,25,22,0,26,0.516667,0/4,8,23,5
2023020817,Centre Bell,2,20232024,3,REG,8,2,32,0.54,0/3,29,22,9,19,7,36,0.46,3/5,38,11,17
2023020818,Capital One Arena,2,20232024,4,OT,15,2,33,0.411765,0/2,6,21,23,23,3,29,0.588235,0/3,4,30,19
2023020819,Prudential Center,2,20232024,3,REG,1,3,37,0.6,1/5,6,17,18,55,1,28,0.4,0/3,10,30,13
2023020820,Madison Square Garden,2,20232024,3,REG,3,2,31,0.590909,0/3,10,30,15,20,0,29,0.409091,0/2,12,26,19
2023020821,Wells Fargo Center,2,20232024,3,REG,4,5,34,0.585714,0/7,8,20,13,53,3,23,0.414286,0/4,14,20,15
2023020822,T-Mobile Arena,2,20232024,3,REG,54,3,30,0.423729,1/5,6,19,19,30,5,29,0.576271,1/3,10,22,11
2023020823,TD Garden,2,20232024,5,SO,6,2,38,0.509091,0/6,6,32,10,14,3,25,0.490909,1/3,12,35,19
2023020824,KeyBank Center,2,20232024,3,REG,7,7,24,0.387755,1/2,6,14,25,26,0,33,0.612245,0/3,4,24,10
2023020825,Centre Bell,2,20232024,3,REG,8,5,38,0.509804,2/6,33,21,12,24,0,13,0.490196,0/3,29,27,16
2023020826,Canadian Tire Centre,2,20232024,3,REG,9,6,30,0.442623,2/5,12,24,18,29,3,40,0.557377,0/4,14,31,11
2023020827,Scotiabank Arena,2,20232024,3,REG,10,4,32,0.591837,0/2,4,43,16,19,1,15,0.408163,0/2,4,38,10
2023020828,Capital One Arena,2,20232024,3,REG,15,3,27,0.514706,1/3,16,26,17,21,6,37,0.485294,1/3,6,17,17
2023020829,UBS Arena,2,20232024,5,SO,2,1,27,0.666667,1/3,4,29,26,55,2,30,0.333333,0/2,8,24,17
2023020830,American Airlines Center,2,20232024,3,REG,25,4,23,0.473684,0/1,2,34,30,12,2,34,0.526316,0/1,2,26,12
2023020831,Bridgestone Arena,2,20232024,3,REG,18,2,32,0.490566,1/2,6,38,27,1,4,47,0.509434,0/2,6,22,17
2023020832,United Center,2,20232024,3,REG,16,2,24,0.5,1/4,13,18,10,23,4,38,0.5,0/4,13,20,10
2023020833,Rogers Place,2,20232024,3,REG,22,8,36,0.606557,0/0,6,27,13,17,4,38,0.393443,2/3,0,23,13
2023020834,PPG Paints Arena,2,20232024,3,REG,5,2,27,0.519231,0/4,6,20,16,13,5,23,0.480769,1/2,10,20,15
2023020835,Canada Life Centre,2,20232024,3,REG,52,1,39,0.615385,0/2,2,16,14,28,0,17,0.384615,0/1,4,15,24
2023020836,Mullett Arena,2,20232024,3,REG,53,1,26,0.5,0/3,10,26,13,30,3,43,0.5,1/5,6,28,24
2023020837,TD Garden,2,20232024,3,REG,6,1,37,0.478261,0/2,4,30,10,55,4,26,0.521739,1/2,4,36,17
2023020838,KeyBank Center,2,20232024,3,REG,7,0,45,0.561404,0/2,6,21,15,13,4,30,0.438596,1/3,14,47,8
2023020839,Prudential Center,2,20232024,3,REG,1,1,27,0.431818,1/5,10,20,21,26,2,29,0.568182,1/4,12,22,13
2023020840,Madison Square Garden,2,20232024,3,REG,3,7,31,0.617647,1/4,10,29,17,8,4,36,0.382353,1/5,8,18,10
2023020841,Canadian Tire Centre,2,20232024,3,REG,9,1,34,0.457627,0/4,8,30,11,24,5,20,0.542373,2/2,12,29,15
2023020842,Amalie Arena,2,20232024,3,REG,14,6,39,0.569444,0/2,6,27,17,21,3,31,0.430556,1/3,4,26,15
2023020843,Scotiabank Arena,2,20232024,4,OT,10,4,28,0.561404,1/3,15,53,19,4,3,32,0.438596,1/3,25,50,20
2023020844,Enterprise Center,2,20232024,3,REG,19,6,30,0.580645,2/8,11,13,15,22,3,38,0.419355,1/3,21,12,14
2023020845,United Center,2,20232024,3,REG,16,1,28,0.361702,0/2,2,17,12,5,4,27,0.638298,0/1,4,11,8
2023020846,Scotiabank Saddledome,2,20232024,3,REG,20,3,34,0.532258,0/5,10,21,17,28,6,31,0.467742,1/4,12,14,18
2023020847,Bridgestone Arena,2,20232024,3,REG,18,2,29,0.557377,0/2,16,32,12,25,9,41,0.442623,2/3,4,15,18
2023020848,Rogers Arena,2,20232024,3,REG,23,4,21,0.555556,0/2,12,18,14,17,1,28,0.444444,0/5,6,17,17
2023020849,Mullett Arena,2,20232024,3,REG,53,1,31,0.254237,0/4,4,30,14,12,5,30,0.745763,1/2,8,14,10
2023020850,American Airlines Center,2,20232024,4,OT,25,3,27,0.492537,2/3,8,25,14,22,4,24,0.507463,1/4,6,32,18
2023020851,United Center,2,20232024,3,REG,16,3,22,0.533333,0/1,4,27,17,9,2,42,0.466667,1/2,2,23,17
2023020852,Scotiabank Saddledome,2,20232024,3,REG,20,0,38,0.402778,0/5,16,29,21,17,5,21,0.597222,2/5,16,17,24
2023020853,TD Garden,2,20232024,4,OT,6,4,32,0.642857,1/4,11,48,19,26,5,35,0.357143,1/2,15,41,19
2023020854,Xcel Energy Center,2,20232024,4,OT,30,2,32,0.5,1/4,6,21,8,7,3,28,0.5,0/3,8,18,10
2023020855,Enterprise Center,2,20232024,3,REG,19,2,37,0.396226,1/4,8,23,14,18,5,33,0.603774,1/4,8,28,17
2023020856,Amalie Arena,2,20232024,3,REG,14,2,30,0.482143,1/4,90,35,10,13,9,30,0.517857,3/4,90,35,14
2023020857,Centre Bell,2,20232024,3,REG,8,3,31,0.576271,1/3,2,18,26,15,4,34,0.423729,1/1,6,13,16
2023020858,Scotiabank Arena,2,20232024,3,REG,10,9,32,0.555556,4/5,15,39,11,24,2,21,0.444444,1/3,29,51,13
2023020859,MetLife Stadium,2,20232024,3,REG,1,6,40,0.6,0/5,8,23,15,4,3,48,0.4,1/3,12,41,26
2023020860,Rogers Arena,2,20232024,3,REG,23,2,37,0.482143,0/4,25,38,10,52,4,28,0.517857,2/4,15,26,18
2023020861,SAP Center at San Jose,2,20232024,3,REG,28,3,31,0.52381,1/4,6,24,15,29,4,41,0.47619,0/3,8,16,14
2023020862,T-Mobile Arena,2,20232024,3,REG,54,1,30,0.525424,0/2,0,29,18,12,3,28,0.474576,0/0,4,20,15
2023020863,MetLife Stadium,2,20232024,4,OT,2,5,41,0.681818,2/2,17,24,20,3,6,38,0.318182,3/5,11,45,9
2023020864,Ball Arena,2,20232024,3,REG,21,4,37,0.569231,0/4,14,17,9,53,3,30,0.430769,1/6,10,8,13
2023020865,PPG Paints Arena,2,20232024,3,REG,5,1,30,0.610169,1/5,6,34,16,26,2,34,0.389831,0/3,10,21,17
2023020866,KeyBank Center,2,20232024,3,REG,7,3,37,0.413043,1/2,4,14,8,24,4,14,0.586957,0/1,6,26,16
2023020867,TD Garden,2,20232024,5,SO,6,4,30,0.477612,0/2,9,27,18,25,3,46,0.522388,0/2,9,30,13
2023020868,Enterprise Center,2,20232024,3,REG,19,2,21,0.47541,1/2,4,19,7,10,4,29,0.52459,1/2,4,23,26
2023020869,Xcel Energy Center,2,20232024,3,REG,30,10,27,0.481481,4/6,8,21,23,23,7,24,0.518519,1/3,14,22,17
2023020870,Climate Pledge Arena,2,20232024,4,OT,55,3,41,0.446429,1/2,2,17,15,17,4,32,0.553571,0/1,4,9,17
2023020871,Mullett Arena,2,20232024,3,REG,53,3,25,0.42,1/2,6,27,11,22,6,26,0.58,1/2,6,18,17
2023020872,Scotiabank Saddledome,2,20232024,3,REG,20,6,34,0.403846,1/2,6,29,11,52,3,31,0.596154,2/3,4,27,17
2023020873,SAP Center at San Jose,2,20232024,3,REG,28,0,29,0.466667,0/1,30,33,22,54,4,26,0.533333,1/5,2,20,25
2023020874,PNC Arena,2,20232024,3,REG,12,6,42,0.54717,1/4,8,12,11,16,3,17,0.45283,2/4,8,24,16
2023020875,Amalie Arena,2,20232024,3,REG,14,2,25,0.515152,0/0,9,37,21,9,4,28,0.484848,0/1,7,32,26
2023020876,Amerant Bank Arena,2,20232024,4,OT,13,3,34,0.442623,0/3,4,33,9,9,2,30,0.557377,0/2,6,26,29
2023020877,Madison Square Garden,2,20232024,3,REG,3,3,26,0.55,0/4,8,32,22,25,1,42,0.45,1/4,8,13,16
2023020878,PPG Paints Arena,2,20232024,4,OT,5,4,41,0.578125,0/3,4,17,14,2,5,33,0.421875,0/2,6,28,12
2023020879,Capital One Arena,2,20232024,3,REG,15,6,26,0.37931,1/1,4,17,15,1,2,39,0.62069,0/2,2,17,16
2023020880,Canada Life Centre,2,20232024,3,REG,52,6,30,0.467742,2/4,18,26,14,30,3,39,0.532258,2/4,18,27,17
2023020881,Ball Arena,2,20232024,3,REG,21,3,27,0.375,0/3,4,26,18,23,1,25,0.625,0/2,6,15,14
2023020882,T-Mobile Arena,2,20232024,3,REG,54,3,26,0.448276,1/4,8,30,19,18,5,40,0.551724,0/4,8,40,8
2023020883,Crypto.com Arena,2,20232024,3,REG,26,5,35,0.526316,2/2,6,15,19,29,1,33,0.473684,0/3,4,27,8
2023020884,Centre Bell,2,20232024,3,REG,8,2,31,0.653061,0/4,10,16,19,7,3,23,0.346939,1/3,10,21,15
2023020885,United Center,2,20232024,3,REG,16,1,22,0.5,0/2,5,24,20,4,3,33,0.5,0/0,9,21,21
2023020886,Honda Center,2,20232024,3,REG,24,4,31,0.531915,0/4,13,28,10,29,7,27,0.468085,0/2,17,22,10
2023020887,Mullett Arena,2,20232024,3,REG,53,3,26,0.483333,1/3,14,35,13,10,6,36,0.516667,2/5,10,21,17
2023020888,Rogers Place,2,20232024,4,OT,22,5,42,0.478873,0/3,9,23,9,6,6,36,0.521127,1/2,11,32,24
2023020889,PNC Arena,2,20232024,3,REG,12,1,29,0.391304,0/1,6,28,9,13,0,45,0.608696,0/3,6,38,19
2023020890,Little Caesars Arena,2,20232024,4,OT,17,2,30,0.530612,1/4,6,16,20,21,1,31,0.469388,0/3,8,15,11
2023020891,Prudential Center,2,20232024,3,REG,1,1,40,0.576271,0/5,17,19,7,3,5,18,0.423729,1/5,20,33,30
2023020892,Canadian Tire Centre,2,20232024,3,REG,9,4,30,0.611111,1/4,4,32,25,25,1,15,0.388889,0/1,10,25,9
2023020893,PPG Paints Arena,2,20232024,3,REG,5,4,27,0.518519,1/2,8,22,20,8,1,31,0.481481,0/3,6,10,9
2023020894,Amalie Arena,2,20232024,3,REG,14,3,32,0.438596,0/3,8,19,13,15,5,24,0.561404,0/4,6,21,11
2023020895,Enterprise Center,2,20232024,3,REG,19,4,25,0.423077,1/5,12,11,9,2,0,38,0.576923,0/5,12,25,11
2023020896,Scotiabank Saddledome,2,20232024,4,OT,20,3,30,0.472727,0/1,6,30,17,6,2,34,0.527273,0/3,2,25,11
2023020897,Climate Pledge Arena,2,20232024,3,REG,55,5,31,0.483333,1/3,13,9,16,23,2,21,0.516667,0/4,11,12,12
2023020898,T-Mobile Arena,2,20232024,3,REG,54,3,26,0.54902,0/1,4,32,21,10,7,42,0.45098,0/2,2,30,22
2023020899,Crypto.com Arena,2,20232024,3,REG,26,1,28,0.563636,1/3,8,23,12,18,4,21,0.436364,0/3,8,23,18
2023020900,Nationwide Arena,2,20232024,3,REG,29,1,26,0.469388,1/3,10,12,12,7,2,37,0.530612,0/4,6,11,15
2023020901,United Center,2,20232024,4,OT,16,2,35,0.5,0/2,6,19,9,52,3,31,0.5,0/2,6,17,18
2023020902,Rogers Place,2,20232024,3,REG,22,2,43,0.678571,2/2,8,26,19,30,4,20,0.321429,0/4,4,28,16
2023020903,Prudential Center,2,20232024,3,REG,1,4,24,0.603774,1/2,0,11,10,8,3,26,0.396226,0/0,4,21,18
2023020904,UBS Arena,2,20232024,3,REG,2,2,34,0.490566,1/5,6,16,20,14,4,21,0.509434,1/3,10,19,12
2023020905,Wells Fargo Center,2,20232024,3,REG,4,1,40,0.633333,0/4,15,23,20,3,2,24,0.366667,0/5,13,35,18
2023020906,Amerant Bank Arena,2,20232024,4,OT,13,3,29,0.578947,1/3,15,41,9,15,2,24,0.421053,2/4,13,34,24
2023020907,PNC Arena,2,20232024,3,REG,12,1,21,0.388889,0/2,8,19,13,25,2,16,0.611111,0/4,4,19,25
2023020908,Ball Arena,2,20232024,3,REG,21,3,29,0.478261,1/1,4,21,15,10,4,30,0.521739,2/2,2,22,24
2023020909,Little Caesars Arena,2,20232024,3,REG,17,6,34,0.509434,1/3,4,23,6,19,1,23,0.490566,0/2,6,21,13
2023020910,Canadian Tire Centre,2,20232024,5,SO,9,4,33,0.612245,1/3,6,34,22,54,3,29,0.387755,1/2,8,32,19
2023020911,Rogers Arena,2,20232024,4,OT,23,3,39,0.594203,1/2,8,45,11,6,2,25,0.405797,0/4,4,24,18
2023020912,Rogers Place,2,20232024,3,REG,22,3,35,0.5,1/3,46,32,12,20,6,31,0.5,1/4,34,32,25
2023020913,Climate Pledge Arena,2,20232024,3,REG,55,2,32,0.484375,0/5,21,27,11,30,5,31,0.515625,2/6,19,9,22
2023020914,SAP Center at San Jose,2,20232024,3,REG,28,2,25,0.465517,0/2,6,18,17,18,4,35,0.534483,1/3,4,14,12
2023020915,Crypto.com Arena,2,20232024,5,SO,26,3,50,0.678571,2/4,6,19,15,24,2,24,0.321429,1/2,10,23,13
2023020916,Prudential Center,2,20232024,3,REG,1,1,19,0.571429,1/4,6,9,8,14,4,27,0.428571,0/3,8,15,25
2023020917,PPG Paints Arena,2,20232024,3,REG,5,7,32,0.47619,2/4,10,23,18,4,6,21,0.52381,1/5,8,24,24
2023020918,KeyBank Center,2,20232024,5,SO,7,3,32,0.37037,1/2,4,23,23,12,2,32,0.62963,1/2,4,14,25
2023020919,Nationwide Arena,2,20232024,3,REG,29,4,41,0.441176,1/3,9,10,26,3,2,40,0.558824,0/2,11,11,16
2023020920,United Center,2,20232024,4,OT,16,2,36,0.428571,1/1,0,20,22,17,3,31,0.571429,0/0,2,11,12
2023020921,Canada Life Centre,2,20232024,4,OT,52,4,32,0.537037,2/3,9,28,14,53,3,32,0.462963,1/2,11,30,17
2023020922,Honda Center,2,20232024,3,REG,24,2,31,0.462963,0/3,13,33,22,18,4,29,0.537037,0/4,11,27,21
2023020923,Capital One Arena,2,20232024,3,REG,15,6,20,0.490566,2/3,2,27,28,9,3,21,0.509434,0/1,6,29,7
2023020924,American Airlines Center,2,20232024,4,OT,25,2,32,0.517241,1/1,6,28,19,2,3,28,0.482759,0/3,2,36,26
2023020925,Rogers Place,2,20232024,3,REG,22,4,31,0.517241,1/3,4,34,10,26,2,40,0.482759,0/2,6,39,15
2023020926,Climate Pledge Arena,2,20232024,5,SO,55,4,27,0.396552,1/5,2,19,16,6,3,32,0.603448,1/1,10,9,21
2023020927,Little Caesars Arena,2,20232024,3,REG,17,8,31,0.645833,1/3,4,12,23,15,3,21,0.354167,1/2,6,14,14
2023020928,Amerant Bank Arena,2,20232024,3,REG,13,3,37,0.605634,2/5,12,41,11,7,2,30,0.394366,1/4,14,21,14
2023020929,Centre Bell,2,20232024,3,REG,8,4,21,0.574468,0/0,6,22,24,53,2,38,0.425532,0/3,0,18,12
2023020930,Wells Fargo Center,2,20232024,3,REG,4,6,31,0.462687,0/3,4,29,24,14,2,22,0.537313,0/2,6,27,11
2023020931,Scotiabank Arena,2,20232024,3,REG,10,2,30,0.535714,0/1,8,32,17,54,6,32,0.464286,0/4,2,39,23
2023020932,Xcel Energy Center,2,20232024,3,REG,30,2,30,0.355932,0/3,6,15,21,12,3,28,0.644068,0/2,8,19,8
2023020933,Bridgestone Arena,2,20232024,3,REG,18,4,36,0.5625,1/3,9,18,15,9,1,25,0.4375,1/2,11,16,25
2023020934,Canada Life Centre,2,20232024,3,REG,52,4,32,0.366667,0/2,13,25,17,19,2,38,0.633333,0/3,11,15,15
2023020935,Scotiabank Saddledome,2,20232024,3,REG,20,4,37,0.509434,0/3,6,30,14,26,2,23,0.490566,0/3,6,20,22
2023020936,Ball Arena,2,20232024,3,REG,21,5,27,0.490196,1/2,4,29,12,25,1,34,0.509804,0/2,4,12,12
2023020937,Rogers Arena,2,20232024,4,OT,23,3,35,0.5,1/4,10,24,10,5,4,40,0.5,1/5,8,23,17
2023020938,SAP Center at San Jose,2,20232024,3,REG,28,2,31,0.45283,0/1,4,17,14,1,7,44,0.54717,0/2,2,11,12
2023020939,Madison Square Garden,2,20232024,3,REG,3,4,30,0.545455,1/3,9,26,22,29,1,31,0.454545,0/2,11,13,19
2023020940,Rogers Place,2,20232024,4,OT,22,3,36,0.525424,1/2,6,35,8,19,2,34,0.474576,1/3,4,28,24
2023020941,TD Garden,2,20232024,3,REG,6,5,32,0.454545,1/2,4,34,14,54,4,36,0.545455,0/2,4,31,21
2023020942,Nationwide Arena,2,20232024,3,REG,29,2,22,0.392857,1/2,4,12,22,12,4,33,0.607143,0/1,6,5,11
2023020943,Little Caesars Arena,2,20232024,3,REG,17,3,25,0.444444,0/2,6,15,11,2,5,27,0.555556,1/3,4,19,21
2023020944,Amerant Bank Arena,2,20232024,5,SO,13,4,35,0.5625,1/5,10,29,10,8,3,31,0.4375,1/4,12,25,19
2023020945,Amalie Arena,2,20232024,4,OT,14,2,23,0.574468,1/3,6,28,20,7,3,23,0.425532,2/3,6,31,11
2023020946,Scotiabank Arena,2,20232024,3,REG,10,4,26,0.5,0/1,5,30,23,53,2,32,0.5,0/0,17,44,16
2023020947,American Airlines Center,2,20232024,3,REG,25,4,36,0.587302,0/2,2,29,9,52,1,26,0.412698,1/1,4,36,15
2023020948,Bridgestone Arena,2,20232024,3,REG,18,6,31,0.473684,1/2,15,20,10,30,1,34,0.526316,0/3,13,20,9
2023020949,United Center,2,20232024,3,REG,16,0,24,0.574468,0/1,7,18,17,21,5,33,0.425532,1/1,7,20,10
2023020950,Climate Pledge Arena,2,20232024,3,REG,55,2,28,0.509434,1/4,6,14,22,5,0,33,0.490566,0/3,8,16,11
2023020951,Rogers Arena,2,20232024,3,REG,23,1,24,0.471698,1/3,6,33,6,26,5,20,0.528302,1/2,8,24,23
2023020952,SAP Center at San Jose,2,20232024,3,REG,28,4,28,0.535211,3/6,12,8,17,24,6,30,0.464789,2/5,14,8,15
2023020953,Canadian Tire Centre,2,20232024,3,REG,9,3,37,0.523077,1/3,12,33,14,53,5,30,0.476923,2/4,10,36,14
2023020954,Capital One Arena,2,20232024,3,REG,15,5,21,0.47541,1/3,10,27,19,4,2,23,0.52459,1/3,10,30,12
2023020955,Honda Center,2,20232024,3,REG,24,4,23,0.464789,0/2,13,28,21,1,3,55,0.535211,2/4,19,11,10
2023020956,PNC Arena,2,20232024,3,REG,12,3,35,0.590909,1/4,10,8,11,52,5,32,0.409091,1/5,8,20,11
2023020957,UBS Arena,2,20232024,3,REG,2,5,26,0.615385,1/3,6,12,12,6,1,23,0.384615,0/2,8,37,11
2023020958,Climate Pledge Arena,2,20232024,3,REG,55,1,25,0.56,1/3,4,20,13,22,2,24,0.44,0/2,6,8,21
